0.133589, 0.410899
0.655164, -0.333645
-0.272482, 0.377433
0.113468, 0.888514
-0.416342, -0.378817
0.0533878, -0.00635603
0.402322, -0.0863911
0.427018, -0.215099
0.00475709, 0.111242
0.126442, 0.236523
0.445506, 0.00260244
0.430059, 0.0310409
0.272756, 0.120878
0.0260068, 0.100429
0.429707, -0.202957
0.401499, -0.314088
0.253904, 0.0305294
0.330095, 0.305315
0.306456, 0.606128
0.171154, 0.453554
0.785964, 0.473094
0.618045, -0.334767
0.464022, 0.0382452
-0.491855, -0.286601
-0.49483, -0.279049
-0.480474, -0.313992
-0.475584, -0.317028
-0.0779385, 0.771917
-0.111164, 0.89678
-0.0941686, 0.928917
-0.130315, 0.897369
-0.0986005, 0.928111
-0.479059, -0.316551
-0.470321, -0.323824
-0.503226, -0.290721
-0.498213, -0.295727
-0.514999, -0.275453
-0.512411, -0.27814
-0.515651, -0.274786
-0.512135, -0.273713
-0.507365, -0.28394
-0.512411, -0.27814
0.412846, 0.17101
0.429263, 0.173301
-0.215248, -0.38549
-0.216007, -0.386925
0.125952, -0.556472
0.100782, -0.549331
0.14791, -0.529929
0.0875438, -0.533376
0.143762, -0.550969
0.149534, -0.565221
0.138697, -0.553301
0.156198, -0.54944
-0.141293, -0.309183
0.105046, -0.550437
0.156186, -0.553988
0.113101, -0.526161
0.128067, -0.565422
0.144158, -0.567511
0.140976, -0.567339
0.109048, -0.538219
0.155285, -0.56148
0.149135, -0.566544
0.121321, -0.509865
0.135792, -0.492401
0.13831, -0.535509
0.13669, -0.516708
0.16246, -0.562054
-0.216161, -0.384038
0.251654, -0.207411
-0.127055, 0.552576
-0.616619, -0.105471
-0.30341, 0.0473467
-0.250934, -0.122233
0.106885, -0.164988
-0.136114, 0.148631
0.195177, -0.48759
-0.0127165, -0.240734
-0.17179, 0.0177851
0.0638521, -0.187524
0.355979, 0.448618
0.214262, -0.333175
0.214262, -0.333175
0.383209, 0.101641
0.317194, -0.281946
